respondent_id,year,Q14_age,Q15_gender,Q16_state,Q17_income,Q1Q2_unaided_Acme_Strawberries,Q1Q2_unaided_Crimson_Crown_Berries,Q1Q2_unaided_Sunrise_Berries,Q1Q2_unaided_Red_Valley_Organics,Q1Q2_unaided_FreshPick_Strawberries,Q1Q2_unaided_Golden_Meadow_Berries,Q1Q2_unaided_Harvest_Hill_Berries,Q3_aided_Acme_Strawberries,Q3_aided_Crimson_Crown_Berries,Q3_aided_Sunrise_Berries,Q3_aided_Red_Valley_Organics,Q3_aided_FreshPick_Strawberries,Q3_aided_Golden_Meadow_Berries,Q3_aided_Harvest_Hill_Berries,Q4_purchased_Acme_Strawberries,Q4_purchased_Crimson_Crown_Berries,Q4_purchased_Sunrise_Berries,Q4_purchased_Red_Valley_Organics,Q4_purchased_FreshPick_Strawberries,Q4_purchased_Golden_Meadow_Berries,Q4_purchased_Harvest_Hill_Berries,Q5_01_quality_overall,Q5_02_freshness,Q5_03_sweetness_flavor,Q5_04_appearance,Q5_05_value_for_price,Q5_06_consistency,Q5_07_availability,Q5_08_sustainability,Q5_09_packaging,Q5_10_trust,Q5_11_shelf_life,Q6_purchase_intent,Q7_category_frequency,Q8_acme_frequency,Q9_last_brand_purchased,Q10_nps,Q11_brand_preference
520,2026,55-64,Female,AZ,"$25,000 - $49,999",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,3,3,4,2,3,4,1,1,3,3,4,Once a week,Sometimes - about once a month,Acme Strawberries,8,Acme Strawberries
521,2026,35-44,Male,FL,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,4,3,4,5,1,4,5,3,4,3,3,3,2-3 times a month,Very often - weekly or more,Acme Strawberries,4,Crimson Crown Berries
522,2026,45-54,Male,CA,"$200,000 or more",0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,2,3,3,3,3,3,4,3,3,3,3,More than once a week,Never,Crimson Crown Berries,3,Crimson Crown Berries
523,2026,25-34,Male,OR,"$75,000 - $99,999",0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,5,3,3,4,3,3,4,3,3,4,4,4,Once a week,Very often - weekly or more,FreshPick Strawberries,8,Acme Strawberries
524,2026,18-24,Male,PA,"$50,000 - $74,999",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,2,2,1,4,2,3,2,3,3,2,3,2-3 times a month,Never,Crimson Crown Berries,1,Crimson Crown Berries
525,2026,35-44,Male,NJ,"$25,000 - $49,999",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,3,2,2,4,1,2,3,3,5,5,2,3,About once a month,Rarely - a few times a year,Red Valley Organics,8,Red Valley Organics
526,2026,25-34,Male,TX,"$75,000 - $99,999",1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3,2,4,3,3,4,3,2,3,4,2,3,More than once a week,Rarely - a few times a year,FreshPick Strawberries,4,FreshPick Strawberries
527,2026,25-34,Female,CA,"Under $25,000",1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,3,3,3,3,5,3,5,3,3,4,5,3,Once a week,Often - 2-3 times a month,FreshPick Strawberries,5,Acme Strawberries
528,2026,65 or older,Female,UT,"$50,000 - $74,999",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,4,2,3,4,3,3,3,4,2,5,4,2-3 times a month,Never,Sunrise Berries,8,Sunrise Berries
529,2026,25-34,Female,UT,"$100,000 - $149,999",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,4,4,4,3,3,2,4,4,2,3,2,3,About once a month,Often - 2-3 times a month,Acme Strawberries,9,Crimson Crown Berries
530,2026,35-44,Female,MA,"$75,000 - $99,999",1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,3,2,4,3,3,3,3,2,2,5,3,About once a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
531,2026,25-34,Female,MA,"Under $25,000",1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,5,5,2,4,2,3,3,2,3,2,4,4,Never / less than once a month,Never,Acme Strawberries,9,Acme Strawberries
532,2026,35-44,Female,LA,"$75,000 - $99,999",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,2,3,3,2,1,4,3,4,4,About once a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
533,2026,45-54,Male,WA,"$200,000 or more",0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,3,5,5,3,3,3,4,2,1,2,3,3,2-3 times a month,Never,Crimson Crown Berries,7,Crimson Crown Berries
534,2026,45-54,Male,OH,"$100,000 - $149,999",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,4,2,2,2,2,2-3 times a month,Never,Don't recall,6,
535,2026,25-34,Male,CT,"$25,000 - $49,999",1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,5,4,2,4,1,4,3,4,2,4,2,3,More than once a week,Never,Crimson Crown Berries,7,Crimson Crown Berries
536,2026,65 or older,Female,AL,"$75,000 - $99,999",1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2,4,5,5,3,4,3,4,3,3,3,3,2-3 times a month,Rarely - a few times a year,Sunrise Berries,6,Sunrise Berries
537,2026,25-34,Male,KY,"$75,000 - $99,999",0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,4,3,3,5,4,4,3,3,4,4,3,Once a week,Rarely - a few times a year,Acme Strawberries,6,Acme Strawberries
538,2026,25-34,Male,SC,"$200,000 or more",1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,5,3,3,2,3,2,5,3,3,4,4,4,About once a month,Rarely - a few times a year,Red Valley Organics,10,Red Valley Organics
539,2026,55-64,Male,KY,"$75,000 - $99,999",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,3,3,2,3,3,3,2,3,3,3,3,More than once a week,Never,Red Valley Organics,7,Red Valley Organics
540,2026,25-34,Male,OK,"$200,000 or more",0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,5,5,5,4,3,4,4,3,3,3,2,5,Once a week,Never,Sunrise Berries,9,Sunrise Berries
541,2026,65 or older,Female,FL,"$100,000 - $149,999",0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,5,2,3,3,4,4,3,2,2,3,2,3,2-3 times a month,Very often - weekly or more,Harvest Hill Berries,10,Acme Strawberries
542,2026,25-34,Female,WI,"$25,000 - $49,999",0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,2,4,4,2,2,1,2,3,3,3,2,3,Once a week,Never,Crimson Crown Berries,3,Crimson Crown Berries
543,2026,45-54,Female,TX,"$75,000 - $99,999",0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,4,3,2,2,4,4,4,3,3,2,3,3,Once a week,Sometimes - about once a month,Acme Strawberries,10,Acme Strawberries
544,2026,25-34,Male,CT,"$200,000 or more",1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,4,5,4,3,3,4,2,3,3,5,1,4,More than once a week,Sometimes - about once a month,Red Valley Organics,7,Red Valley Organics
545,2026,18-24,Male,OR,"$50,000 - $74,999",1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,3,5,4,5,4,5,4,3,3,4,2,4,2-3 times a month,Never,Sunrise Berries,7,Sunrise Berries
546,2026,65 or older,Female,KY,"$50,000 - $74,999",0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,2,4,2,3,4,3,5,2,4,4,2,4,2-3 times a month,Often - 2-3 times a month,Crimson Crown Berries,6,Golden Meadow Berries
547,2026,25-34,Female,TX,"$50,000 - $74,999",1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3,2,3,3,3,3,4,3,1,3,1,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,6,Acme Strawberries
548,2026,25-34,Female,TN,"Under $25,000",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,2,4,2,4,3,2,3,2,2,3,About once a month,Never,Sunrise Berries,4,Sunrise Berries
549,2026,65 or older,Male,MD,"$75,000 - $99,999",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,5,2,4,4,3,4,3,3,4,3,3,4,About once a month,Rarely - a few times a year,Sunrise Berries,8,Crimson Crown Berries
550,2026,55-64,Female,GA,"$100,000 - $149,999",1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,5,1,3,3,2,3,3,4,1,4,Once a week,Never,Crimson Crown Berries,6,Crimson Crown Berries
551,2026,55-64,Male,OR,"$150,000 - $199,999",1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,4,4,3,4,3,2,4,2,2,3,3,3,More than once a week,Often - 2-3 times a month,Acme Strawberries,9,Crimson Crown Berries
552,2026,25-34,Female,NJ,"$200,000 or more",1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,3,3,3,5,3,4,3,3,3,3,4,4,About once a month,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
553,2026,18-24,Male,IN,"$25,000 - $49,999",0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,5,3,3,3,3,3,4,2,3,4,1,4,More than once a week,Never,Sunrise Berries,8,FreshPick Strawberries
554,2026,18-24,Female,SC,"$25,000 - $49,999",1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,4,4,3,4,4,3,3,3,5,2,3,Never / less than once a month,Often - 2-3 times a month,Acme Strawberries,7,Acme Strawberries
555,2026,18-24,Female,MD,"$150,000 - $199,999",0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4,3,2,4,3,5,2,4,5,3,2,3,2-3 times a month,Sometimes - about once a month,Crimson Crown Berries,8,Crimson Crown Berries
556,2026,55-64,Male,NY,"Under $25,000",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,4,2,2,4,1,3,5,3,2,3,2-3 times a month,Never,FreshPick Strawberries,4,FreshPick Strawberries
557,2026,25-34,Male,TN,"$200,000 or more",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,5,3,4,3,4,3,3,2,3,More than once a week,Rarely - a few times a year,Don't recall,9,Acme Strawberries
558,2026,35-44,Female,IL,"$25,000 - $49,999",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,3,3,3,4,2,3,3,1,2,3,2,3,Once a week,Rarely - a few times a year,Sunrise Berries,9,Sunrise Berries
559,2026,18-24,Female,MA,"$150,000 - $199,999",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,5,3,4,2,5,5,3,3,4,3,4,About once a month,Rarely - a few times a year,Sunrise Berries,9,Sunrise Berries
560,2026,35-44,Female,CA,"$100,000 - $149,999",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,2,3,3,3,4,2,2,3,3,About once a month,Never,Don't recall,5,
561,2026,25-34,Female,MO,"$25,000 - $49,999",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,3,5,5,3,4,2,4,4,4,3,1,4,More than once a week,Sometimes - about once a month,Acme Strawberries,6,Acme Strawberries
562,2026,45-54,Female,IL,"$150,000 - $199,999",1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,4,3,3,2,3,4,3,3,3,3,3,More than once a week,Very often - weekly or more,Acme Strawberries,2,Acme Strawberries
563,2026,35-44,Male,MO,"$100,000 - $149,999",1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5,5,3,3,3,3,3,1,2,5,2,4,About once a month,Rarely - a few times a year,Don't recall,9,Acme Strawberries
564,2026,45-54,Female,SC,"Under $25,000",0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,2,4,3,3,3,4,4,4,3,2,3,4,Once a week,Never,Red Valley Organics,8,Harvest Hill Berries
565,2026,35-44,Male,WA,"Under $25,000",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,4,4,3,2,3,4,3,4,4,4,2-3 times a month,Never,Don't recall,8,Golden Meadow Berries
566,2026,65 or older,Female,CA,"$50,000 - $74,999",0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,2,2,2,2,4,2,3,2,4,4,3,3,2-3 times a month,Never,Sunrise Berries,4,Crimson Crown Berries
567,2026,45-54,Female,MN,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,5,3,4,4,3,4,4,5,3,2,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,8,Crimson Crown Berries
568,2026,25-34,Female,CA,"$50,000 - $74,999",0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,4,3,2,4,5,4,4,4,3,4,3,3,Never / less than once a month,Often - 2-3 times a month,Crimson Crown Berries,7,Acme Strawberries
569,2026,45-54,Female,VA,"$100,000 - $149,999",1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,4,4,3,4,3,4,4,3,2,3,3,3,Once a week,Never,Red Valley Organics,10,Sunrise Berries
570,2026,25-34,Male,KY,"$100,000 - $149,999",0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,4,4,5,3,3,3,3,2,4,3,4,3,About once a month,Often - 2-3 times a month,Acme Strawberries,10,Crimson Crown Berries
571,2026,35-44,Male,IL,"$50,000 - $74,999",0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,5,4,3,4,5,2,4,2,3,3,3,4,About once a month,Never,FreshPick Strawberries,7,FreshPick Strawberries
572,2026,18-24,Female,UT,"$50,000 - $74,999",0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,5,2,4,3,2,3,2,3,2,4,2,3,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,9,Acme Strawberries
573,2026,18-24,Male,NC,"$75,000 - $99,999",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,5,3,4,2,4,4,3,2-3 times a month,Never,Don't recall,9,Acme Strawberries
574,2026,25-34,Female,CO,"Under $25,000",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,4,3,4,3,4,2,2,2,4,3,2,3,Once a week,Rarely - a few times a year,Red Valley Organics,8,Red Valley Organics
575,2026,45-54,Female,MO,"$50,000 - $74,999",0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,2,4,2,3,3,3,3,3,3,2,3,2-3 times a month,Never,Red Valley Organics,4,Red Valley Organics
576,2026,25-34,Female,OR,"$75,000 - $99,999",1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5,2,4,5,3,3,3,3,3,3,2,4,2-3 times a month,Never,Golden Meadow Berries,10,Golden Meadow Berries
577,2026,45-54,Non-binary / third gender,TX,"$150,000 - $199,999",1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,4,4,3,3,2,3,2,3,3,5,1,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,10,Red Valley Organics
578,2026,25-34,Female,NJ,"$100,000 - $149,999",1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,4,4,4,3,1,3,3,2,3,5,5,4,2-3 times a month,Never,Acme Strawberries,7,Acme Strawberries
579,2026,55-64,Female,MA,"$25,000 - $49,999",1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,3,4,5,3,1,4,4,2,3,4,3,3,Once a week,Rarely - a few times a year,Sunrise Berries,9,Sunrise Berries
580,2026,45-54,Female,SC,"$100,000 - $149,999",1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,5,4,3,3,3,2,3,1,2,Never / less than once a month,Never,Crimson Crown Berries,7,Crimson Crown Berries
581,2026,35-44,Male,AZ,"$25,000 - $49,999",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,5,4,4,3,2,4,5,3,5,About once a month,Very often - weekly or more,Acme Strawberries,6,Acme Strawberries
582,2026,18-24,Male,UT,"$50,000 - $74,999",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,3,3,3,2,2,4,4,4,2-3 times a month,Never,Don't recall,4,Crimson Crown Berries
583,2026,25-34,Male,OH,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,3,3,5,3,2,3,3,4,2,2,1,3,More than once a week,Sometimes - about once a month,Acme Strawberries,6,Acme Strawberries
584,2026,55-64,Male,WI,"$150,000 - $199,999",0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,2,4,3,3,4,3,2,2,3,3,3,3,2-3 times a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
585,2026,65 or older,Male,WI,"$75,000 - $99,999",0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,3,2,2,4,3,3,3,3,3,Once a week,Sometimes - about once a month,Crimson Crown Berries,8,Crimson Crown Berries
586,2026,35-44,Female,LA,"$100,000 - $149,999",0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,4,1,2,3,4,2,3,About once a month,Never,Don't recall,10,Crimson Crown Berries
587,2026,45-54,Male,WI,"$50,000 - $74,999",0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,3,4,3,3,2,3,5,4,4,4,2,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,9,Crimson Crown Berries
588,2026,25-34,Female,MD,"$25,000 - $49,999",1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,3,4,4,5,3,2,3,4,1,1,3,3,About once a month,Very often - weekly or more,Acme Strawberries,7,Acme Strawberries
589,2026,35-44,Male,MI,"Under $25,000",1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,5,3,2,5,2,2,4,3,3,4,4,3,Once a week,Never,Harvest Hill Berries,10,Harvest Hill Berries
590,2026,25-34,Female,VA,"$150,000 - $199,999",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,5,3,3,4,4,4,2,3,3,Once a week,Never,Crimson Crown Berries,6,Crimson Crown Berries
591,2026,25-34,Non-binary / third gender,WA,"Under $25,000",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,3,1,3,3,2,2,3,1,2,2,3,2,About once a month,Never,Sunrise Berries,4,Red Valley Organics
592,2026,18-24,Male,CT,"Under $25,000",0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,5,4,4,3,3,3,3,3,3,4,3,4,2-3 times a month,Very often - weekly or more,Acme Strawberries,10,Acme Strawberries
593,2026,45-54,Male,AZ,"$75,000 - $99,999",1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,5,2,4,4,4,2,3,4,2,3,4,4,2-3 times a month,Rarely - a few times a year,Acme Strawberries,8,Red Valley Organics
594,2026,45-54,Female,OH,"$100,000 - $149,999",0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,3,4,2,3,3,4,4,2,4,3,2,3,2-3 times a month,Never,Sunrise Berries,10,Sunrise Berries
595,2026,65 or older,Male,CO,"$100,000 - $149,999",1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,4,4,5,2,2,2,4,3,4,3,3,4,Once a week,Sometimes - about once a month,Acme Strawberries,8,Crimson Crown Berries
596,2026,65 or older,Female,MD,"$50,000 - $74,999",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,5,3,3,3,3,3,2,3,3,2,4,2-3 times a month,Never,Don't recall,5,
597,2026,55-64,Female,SC,"$50,000 - $74,999",1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,4,5,4,4,4,3,3,3,2,5,2,4,2-3 times a month,Very often - weekly or more,Acme Strawberries,10,Acme Strawberries
598,2026,55-64,Male,CA,"$25,000 - $49,999",0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,4,3,4,5,3,5,2,4,4,4,3,4,More than once a week,Often - 2-3 times a month,Acme Strawberries,9,Red Valley Organics
599,2026,35-44,Male,CA,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,4,4,4,3,3,3,3,4,3,5,3,4,Never / less than once a month,Very often - weekly or more,Acme Strawberries,8,Acme Strawberries
600,2026,35-44,Female,KY,"$100,000 - $149,999",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,3,2,2,2,3,4,2,3,3,Once a week,Never,Don't recall,1,
601,2026,55-64,Female,WA,"$75,000 - $99,999",1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,3,3,3,4,3,3,4,5,4,2,3,3,About once a month,Never,FreshPick Strawberries,7,FreshPick Strawberries
602,2026,35-44,Female,FL,"Under $25,000",1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,4,3,2,3,3,4,4,3,3,4,Once a week,Rarely - a few times a year,Don't recall,9,Crimson Crown Berries
603,2026,18-24,Male,KY,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,4,3,4,2,3,4,4,3,3,2,4,3,About once a month,Often - 2-3 times a month,Sunrise Berries,8,Acme Strawberries
604,2026,25-34,Female,LA,"$75,000 - $99,999",0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,3,4,3,4,3,5,4,2,3,3,3,4,Never / less than once a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
605,2026,18-24,Female,LA,"$25,000 - $49,999",1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,2,3,1,4,5,3,2,3,2-3 times a month,Never,Sunrise Berries,7,Red Valley Organics
606,2026,35-44,Male,IN,"$50,000 - $74,999",0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,3,4,4,2,4,5,5,5,2,5,3,4,About once a month,Never,Crimson Crown Berries,8,Red Valley Organics
607,2026,45-54,Female,FL,"$150,000 - $199,999",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2,3,2,3,4,3,3,3,4,2,3,3,2-3 times a month,Never,Harvest Hill Berries,4,Crimson Crown Berries
608,2026,35-44,Male,MD,"$200,000 or more",0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,4,2,2,1,2,4,3,2,2,2,2,3,Once a week,Never,Red Valley Organics,2,Red Valley Organics
609,2026,45-54,Female,TN,"$75,000 - $99,999",1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,5,3,4,3,4,4,3,4,3,4,3,4,More than once a week,Sometimes - about once a month,Acme Strawberries,8,Acme Strawberries
610,2026,25-34,Male,CO,"$75,000 - $99,999",0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,3,3,4,5,4,2,4,3,4,2,3,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,5,Acme Strawberries
611,2026,25-34,Non-binary / third gender,WA,"$100,000 - $149,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,1,4,4,3,1,3,About once a month,Never,Don't recall,1,
612,2026,55-64,Female,AL,"$75,000 - $99,999",1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4,4,3,4,4,4,3,2,4,3,2,4,2-3 times a month,Never,Don't recall,10,Acme Strawberries
613,2026,25-34,Female,CA,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,4,5,4,3,2,5,3,4,3,3,4,4,More than once a week,Sometimes - about once a month,Acme Strawberries,7,Sunrise Berries
614,2026,65 or older,Female,MD,"$100,000 - $149,999",0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,4,4,3,2,2,3,3,2,3,3,2,3,2-3 times a month,Never,Crimson Crown Berries,3,Crimson Crown Berries
615,2026,55-64,Female,MD,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,4,5,4,3,3,3,3,4,4,3,4,4,More than once a week,Rarely - a few times a year,Sunrise Berries,7,Sunrise Berries
616,2026,35-44,Male,AL,"$25,000 - $49,999",1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,5,4,3,5,5,3,3,3,4,4,3,4,Once a week,Rarely - a few times a year,Acme Strawberries,10,Acme Strawberries
617,2026,45-54,Female,CA,"$150,000 - $199,999",0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4,4,3,4,3,3,3,4,2,3,5,4,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,4,Acme Strawberries
618,2026,25-34,Male,IL,"$25,000 - $49,999",1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,3,2,3,1,3,2,3,2,3,3,4,3,More than once a week,Never,Crimson Crown Berries,8,Crimson Crown Berries
619,2026,35-44,Female,CT,"$50,000 - $74,999",1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,3,5,3,3,2,4,4,4,2-3 times a month,Never,Don't recall,6,Crimson Crown Berries
620,2026,55-64,Female,MN,"$75,000 - $99,999",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,2,3,2,2,3,2,2,3,3,3,2,More than once a week,Never,Red Valley Organics,2,Red Valley Organics
621,2026,65 or older,Male,TN,"$50,000 - $74,999",0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,4,4,2,4,2,3,4,4,3,3,4,4,2-3 times a month,Very often - weekly or more,Acme Strawberries,7,Acme Strawberries
622,2026,55-64,Male,KY,"$25,000 - $49,999",0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,2,4,3,4,4,4,3,4,3,4,3,About once a month,Never,Don't recall,8,Red Valley Organics
623,2026,45-54,Male,SC,"$25,000 - $49,999",0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2,3,4,3,2,4,3,3,3,5,4,4,About once a month,Never,Crimson Crown Berries,7,FreshPick Strawberries
624,2026,35-44,Male,IN,"$150,000 - $199,999",1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4,2,3,3,1,2,2,3,4,4,3,2,2-3 times a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
